Intersection Type, Street Number,Nearest street number intersection,Latitude, Longitude,roundabout flag,2012 accidents,2013 accidents,2014 accidents,2015 accidents,Total accidents
3,01013,02903,45 35.24261631899999998,-122 46.411581668,0,1,0,0,0,1
3,00212,02655,45 30.30967942,-122 40.51300128799999996,0,1,1,0,0,2
3,02210,05103,45 33.325031856,-122 33.242760632,0,1,1,0,0,2
1,01303,02633,45 29.550667311,-122 40.294641712,0,1,2,2,4,9
1,01432,02623,45 35.7787613799999999,-122 43.5626051999999999,0,2,0,0,1,3
3,02317,02318,45 27.6864167299999999,-122 40.337559889,0,1,0,1,1,3
1,02309,05010,45 31.72472845,-122 40.581521939,0,2,1,1,1,5
1,00829,05041,45 32.53881733700000005,-122 37.14840606699999999,0,1,1,0,0,2
3,02208,05148,45 32.82834412,-122 30.36679123600000004,0,1,1,1,3,6
3,01901,05102,45 31.46259218700000005,-122 33.291875571,0,1,2,1,2,6
1,01432,01577,45 35.21137737100000002,-122 44.52700655000000005,0,1,0,3,1,5
1,01311,05036,45 33.458972362,-122 37.357491557,0,1,0,1,0,2
1,01012,05057,45 32.115229838,-122 36.16821307,0,1,0,0,1,2
3,00168,00472,45 33.59794300799999995,-122 35.178949908,0,4,0,2,2,8
1,01005,05112,45 32.048164359999999995,-122 32.495195569,0,1,1,4,3,9
1,02658,05096,45 28.4168793970000001,-122 33.56009332400000005,0,1,3,4,4,12
1,00283,05019,45 31.228342621,-122 41.24797657,0,2,1,5,5,13
1,00831,01528,45 30.411909755,-122 40.330374279,0,4,6,2,2,14
3,00480,05007,45 32.497785662,-122 39.30817332,1,1,0,0,0,1
1,01023,02218,45 31.8653062400000001,-122 24.44846302,0,5,6,11,13,35
1,00604,05001,45 31.28484142600000002,-122 40.17102987300000002,0,1,0,0,0,1
3,00824,05136,45 28.369095412,-122 31.248336176,0,3,4,4,1,12
3,01538,02402,45 33.119448653,-122 39.41567481799999996,0,2,1,5,0,8
3,02652,05042,45 32.36389528999999996,-122 37.117072629,0,1,1,0,0,2
3,01940,05032,45 29.48464712899999995,-122 37.534360509,0,1,2,1,1,5
1,00922,05078,45 31.351723828,-122 35.06544528000000001,0,1,5,0,1,7
5,00212,05064,45 26.35240893299999996,-122 44.33213787100000005,0,5,7,5,0,17
1,01928,05002,45 31.167618945,-122 40.21891496,0,1,0,1,1,3
1,02218,05223,45 31.87166961,-122 26.16273454,0,7,6,9,13,35
1,02620,09434,45 32.37334697,-122 39.56588651600000006,0,8,5,3,11,27
1,01687,05025,45 27.559705095,-122 42.90339594,0,2,0,1,1,4
1,02658,05082,45 28.46111478000000005,-122 34.44437112799999994,0,9,8,11,12,40
1,02210,00000,45 34.19329999,-122 36.381699995,0,1,0,1,0,2
3,01001,05205,45 32.03547111,-122 27.6363421,0,1,1,0,0,2
1,01108,01605,45 31.477113591,-122 40.20708140999999998,0,2,3,1,6,12
5,00824,01055,45 29.251699304,-122 35.54195970200000005,0,4,3,3,4,14
5,00267,02504,45 32.63700531,-122 40.38591829,0,3,3,3,1,10
1,00614,09722,45 30.15962156699999998,-122 33.57373404099999995,0,7,19,10,16,52
1,00134,05002,45 31.192047843,-122 40.205978818,0,1,1,0,2,4
1,01820,05015,45 31.557479353,-122 41.11459206,0,1,1,2,0,4
1,01432,02402,45 34.38029328899999996,-122 39.408469557,0,2,7,17,9,35
1,05181,09101,45 32.26530191600000002,-122 28.381909781,0,6,7,6,4,23
4,00922,06150,45 31.352514284,-122 30.327745407,0,1,0,0,0,1
3,00921,01567,45 28.27986213399999997,-122 38.557350005,0,3,1,0,1,5
4,00283,05023,45 31.243546592,-122 41.53478146900000006,0,1,0,1,2,4
1,01108,01938,45 34.116186974,-122 40.5571700379999999,0,3,3,1,2,9
1,01010,05181,45 32.49063196,-122 28.37980430299999995,0,4,12,12,11,39
1,02259,05148,45 31.89608334,-122 30.384937411,0,5,11,9,12,37
1,00824,05128,45 28.360426221,-122 31.556177197,0,5,2,1,4,12
1,01943,05039,45 33.19982287799999998,-122 37.244098174,0,1,0,1,0,2
1,01909,05181,45 31.14006434400000002,-122 28.376427521,0,2,2,4,2,10
1,02210,05044,45 32.13278978500000001,-122 37.44590475,0,1,2,2,2,7
1,00267,02402,45 32.62922476,-122 39.4191775820000001,0,7,11,13,11,42
1,01562,05148,45 30.36777237,-122 30.386234154,0,2,3,3,3,11
1,00905,05181,45 31.351072986,-122 28.37424063000000004,0,6,13,22,20,61
3,01305,05082,45 29.57008683999999995,-122 34.433440176,0,1,0,1,0,2
1,01908,05223,45 31.468637285,-122 26.10951486000000001,0,3,1,1,0,5
1,01528,05092,45 30.388624004,-122 34.8733435,0,1,0,0,2,3
1,01940,05010,45 30.53044219,-122 39.208206598,0,5,7,9,4,25
1,01940,05082,45 29.50668548200000004,-122 34.433398183,0,14,19,26,37,96
1,01515,05002,45 30.551651741,-122 40.335695981,0,1,0,2,0,3
5,00472,09753,45 33.415120492,-122 33.56098747499999995,0,5,10,8,6,29
1,01208,05014,45 31.429962175,-122 41.7308548599999999,0,2,1,0,0,3
1,00922,09732,45 31.347906303,-122 33.514121374,0,5,5,9,8,27
3,01617,05122,45 34.38824525999999997,-122 31.5499815600000001,0,3,3,6,2,14
3,00829,05014,45 32.536746101,-122 39.65140815000000005,0,2,2,1,2,7
1,01301,05018,45 31.45254149700000006,-122 41.22046993,0,1,2,2,1,6
1,01055,05028,45 29.25089080300000003,-122 38.153754257,0,4,4,6,8,22
4,01940,01988,45 29.508840299,-122 36.6627762599999999,0,1,0,1,1,3
3,01940,05156,45 29.466440949,-122 30.139508769,0,1,1,1,3,6
1,02309,05082,45 30.55724426199999996,-122 34.438356028,0,1,1,1,1,4
1,00612,01501,45 30.160191485,-122 25.515243148,0,1,6,5,4,16
3,01019,05080,45 28.590172145,-122 34.535499285,0,2,1,2,0,5
1,02255,02402,45 34.35363514,-122 39.40864419700000006,0,1,0,0,0,1
1,02259,05009,45 31.96704994,-122 39.24022610999999998,0,2,4,0,0,6
1,00801,00929,45 33.2877879,-122 39.380568506,0,1,0,0,2,3
1,01001,05050,45 29.53626830299999995,-122 36.408665533,0,4,5,6,6,21
1,00486,05011,45 31.250487361,-122 39.166164572,0,2,0,0,3,5
1,00614,05092,45 30.16109088699999997,-122 34.70781887999999995,0,3,10,7,6,26
1,00234,05162,45 31.199224913,-122 29.472398528,0,5,11,8,7,31
1,00932,05011,45 30.260051013,-122 39.17010655399999997,0,2,1,0,0,3
3,05082,01018,45 27.479106739,-122 34.445553406,0,1,1,0,0,2
3,00302,09449,45 31.11659504,-122 39.570107251,0,3,1,2,1,7
1,00604,05017,45 31.27541816600000004,-122 38.546869173,0,1,1,0,0,2
1,00725,05010,45 31.30416621399999997,-122 40.52256401600000004,0,2,1,0,0,3
3,00166,01023,45 28.1130841,-122 24.498607451,0,1,0,0,0,1
3,07238,09201,45 32.26315281800000005,-122 25.57865137,0,1,1,1,1,4
1,00829,02639,45 32.537403878,-122 40.00674206,0,2,3,2,7,14
1,01687,05036,45 28.23727535,-122 42.50707260299999994,0,1,2,0,0,3
1,01439,05010,45 31.484271096,-122 40.529089186,0,1,1,1,0,3
3,00267,09557,45 30.27293071299999998,-122 41.31426772,0,1,0,2,1,4
3,00614,05060,45 30.192791209,-122 36.6015273400000001,0,5,5,4,2,16
1,02259,07103,45 31.85783692,-122 33.27454534499999998,0,3,4,8,7,22
1,00817,05082,45 28.71697022,-122 34.445195315,0,4,3,14,5,26
3,00448,00612,45 30.162359918,-122 26.27850387800000004,0,3,2,4,2,11
1,00267,05021,45 32.6075834599999999,-122 38.413643591,0,1,2,1,1,5
1,02259,05006,45 31.97068797,-122 39.349778585,0,4,4,1,1,10
3,00403,09304,45 32.216671822,-122 27.12037049,0,4,1,1,1,7
4,01005,05080,45 32.09966995999999999,-122 34.515270629,0,2,0,7,4,13
3,00923,OH003,45 26.79581288,-122 39.126961068,0,2,0,0,0,2
3,00141,00234,45 31.193498635,-122 29.26232718300000002,0,1,0,0,0,1
3,01055,05034,45 29.25094814899999996,-122 37.458775132,0,1,0,1,1,3
1,00282,00494,45 35.82456264,-122 45.27845124199999997,0,1,0,0,0,1
3,00829,05040,45 32.53866873600000005,-122 37.18493054,0,1,0,0,1,2
1,02259,09724,45 31.85724541,-122 33.578208826,0,2,1,0,1,4
3,00407,01508,45 28.27818065899999997,-122 40.1792493,0,3,3,1,0,7
1,02309,05012,45 30.542311364,-122 39.13170346100000001,0,1,1,1,3,6
1,00614,05112,45 30.151083359,-122 32.528315262,0,4,6,16,13,39
1,00922,05080,45 31.351504593,-122 34.5324496479999999,0,3,4,1,3,11
3,01092,05045,45 27.4518830689999999,-122 36.57055087300000004,0,1,0,0,1,2
3,00283,05081,45 31.22055612,-122 34.49793566799999994,0,1,0,1,3,5
3,00709,01301,45 29.446460531,-122 23.55597443000000005,0,1,0,0,1,2
3,00155,02218,45 31.88556712,-122 27.86192528,0,1,0,1,0,2
5,02210,05072,45 32.53580695999999996,-122 35.21177570499999998,0,2,2,1,0,5
3,00801,01501,45 32.238491245,-122 26.07770246,0,1,0,0,0,1
1,00612,02601,45 30.16329038,-122 26.419431575,0,2,3,2,5,12
1,02658,09711,45 28.427993014,-122 34.03676011,0,1,0,3,1,5
3,01023,08219,45 30.380713166,-122 24.530464738,0,2,1,0,0,3
1,00171,02698,45 34.24733714,-122 32.15529644199999998,0,3,4,4,1,12
3,01943,05018,45 33.195942706,-122 38.499914898,0,1,0,0,1,2
3,01928,05105,45 31.133578109,-122 33.200284244,0,1,0,0,0,1
3,02612,05105,45 31.5979196099999999,-122 33.202954699,0,2,1,2,1,6
1,00226,05007,45 30.59395238,-122 39.312275344,0,2,2,2,3,9
1,00267,05008,45 32.62201663,-122 39.27306943100000005,0,2,1,3,1,7
3,00604,05047,45 31.27797896100000003,-122 36.54054345,0,1,0,0,0,1
3,00472,02019,45 36.121911573,-122 44.557655093,0,1,0,0,1,2
1,00824,05067,45 29.190774456,-122 35.39618151,0,1,3,3,5,12
1,01513,05020,45 30.46430583,-122 38.440113929,0,4,7,4,2,17
1,00922,05015,45 31.352767162,-122 41.107135527,0,1,2,3,6,12
3,01818,02236,45 33.168341104,-122 41.173053591,0,1,0,0,0,1
3,01025,05063,45 31.476157501,-122 35.55011687300000006,0,1,0,0,0,1
3,00141,00954,45 35.270768424,-122 39.99167519,0,1,0,0,0,1
1,02214,05122,45 29.147439848,-122 32.16071061800000003,0,1,0,0,0,1
1,00267,01068,45 31.383565798,-122 40.393412899,0,1,2,1,1,5
3,00715,01920,45 29.52975668299999995,-122 25.292467208,0,1,1,0,0,2
3,01501,08812,45 30.202039628,-122 25.515355748,0,1,0,0,0,1
3,00402,01005,45 32.26759377500000003,-122 23.316321161,0,1,0,0,1,2
4,00283,05061,45 31.22303122100000003,-122 36.35278506000000003,0,1,0,0,2,3
1,01028,05039,45 30.433547184,-122 37.221680577,0,3,5,9,7,24
1,00224,01920,45 29.49388052,-122 27.17802808300000002,0,1,4,3,6,14
3,00439,00472,45 35.277422326,-122 42.194697515,0,2,2,2,5,11
3,02261,05035,45 30.34277214,-122 37.431506057,0,1,0,0,0,1
1,00287,05166,45 29.420667625,-122 29.347902495,0,1,0,0,0,1
3,00268,05082,45 30.18308199,-122 34.432459479,0,2,2,4,3,11
1,02235,05045,45 32.435331585,-122 37.03073473,0,1,0,2,0,3
3,00323,09474,45 30.72801369000000005,-122 40.25194144,0,1,0,0,0,1
3,00824,01221,45 28.26194903,-122 29.398534117,0,1,1,2,1,5
1,00458,00929,45 30.414806738,-122 39.388151953,0,7,4,4,5,20
3,00232,01920,45 29.37267599700000005,-122 24.19951613899999998,0,2,7,3,7,19
1,00290,05017,45 28.25623274,-122 38.51801885799999994,0,1,2,2,2,7
1,00211,05181,45 32.12184361000000001,-122 28.381096677,0,4,7,4,6,21
5,00472,09752,45 33.351504296,-122 33.409240317,0,1,4,7,8,20
1,01528,05013,45 30.53387313899999995,-122 41.182064699,0,1,0,0,0,1
5,00425,05004,45 30.211201967,-122 40.552504438,0,4,5,2,4,15
3,01204,05020,45 31.6103288200000001,-122 41.394830588,0,1,1,0,4,6
1,02205,02402,45 30.517608614,-122 39.425087768,0,1,5,5,5,16
3,00801,05082,45 33.36049177,-122 34.433550619,0,1,1,1,1,4
1,00111,05013,45 33.327647632,-122 39.95711837,0,2,0,0,0,2
1,01321,05009,45 32.315752494,-122 39.23497662,0,1,0,0,2,3
3,00267,01110,45 31.409287391,-122 40.393918801,0,2,1,0,1,4
1,00283,05080,45 31.220797714,-122 34.5327335,0,2,2,4,4,12
1,01902,02504,45 32.225183475,-122 40.37309902999999998,0,1,1,0,0,2
1,01943,05009,45 33.19751827600000002,-122 39.238591597,0,2,2,1,1,6
3,02207,09619,45 30.28536393,-122 44.132644619,0,3,5,5,7,20
3,00614,05156,45 30.15801359099999999,-122 30.10838094,0,3,6,7,4,20
1,02612,05011,45 31.70789583,-122 39.167359744,0,1,2,2,3,8
1,00725,01906,45 31.30550071799999998,-122 40.449545685,0,1,0,0,0,1
3,01940,05057,45 29.5090143,-122 36.161636053,0,1,0,1,1,3
1,00608,01432,45 34.376449662,-122 41.327149919,0,1,0,2,5,8
1,02511,05035,45 28.340799222,-122 42.463650489,0,1,1,1,0,3
3,01307,02244,45 30.359240881,-122 22.40120998,0,1,1,1,0,3
5,02620,02639,45 32.3713772,-122 40.02041426,0,4,9,6,10,29
3,00320,02903,45 35.15780660399999999,-122 46.257698553,0,1,2,3,3,9
1,02309,05006,45 30.5430420079999999,-122 39.350791726,0,1,2,1,0,4
3,00852,01421,45 27.595557792,-122 36.29748050199999998,0,1,0,0,0,1
3,09493,09551,45 30.252130875,-122 40.147907959,0,1,0,0,0,1
1,01952,02317,45 27.341341381,-122 41.58022594000000005,0,1,1,1,1,4
1,01939,02638,45 34.337401159,-122 43.439265201,0,3,1,2,3,9
1,00817,05112,45 28.60381769,-122 32.5303105260000001,0,2,2,1,2,7
3,00614,05054,45 30.191837016,-122 36.253466086,0,1,0,0,1,2
1,00283,05020,45 31.232247324,-122 41.321752695,0,3,5,6,6,20
1,00267,05028,45 32.65751447,-122 38.12126175199999999,0,3,1,5,1,10
2,00293,00303,45 28.42648503399999996,-122 41.5790032909999999,0,2,1,0,1,4
1,01108,01432,45 34.376598739,-122 40.55516880900000004,0,4,7,6,8,25
1,02659,05025,45 30.70284849000000005,-122 38.25572553600000003,0,1,0,0,0,1
3,01940,05036,45 29.49355011499999996,-122 37.343091198,0,3,6,6,7,22
1,00458,05003,45 30.46521286200000006,-122 40.423276619,0,2,3,0,4,9
1,00458,05012,45 30.5481987120000001,-122 41.132928548,0,5,4,5,13,27
1,01687,05035,45 28.17005698,-122 42.462528885,0,1,6,4,4,15
3,00129,00161,45 35.51302487999999995,-122 41.250758348,0,1,0,0,0,1
1,01605,05013,45 31.5332645279999999,-122 39.91279403,0,1,0,2,3,6
3,00472,01116,45 35.48485949999999995,-122 40.57580082999999995,0,2,3,0,1,6
3,02225,05133,45 33.8513214199999998,-122 31.328386542,0,1,0,0,0,1
3,01055,05112,45 29.23128562,-122 32.527925154,0,3,1,2,5,11
3,00610,05176,45 31.259746432,-122 28.5379037339999999,0,1,0,0,0,1
1,02658,09710,45 28.40867737299999995,-122 33.531054699,0,5,4,3,3,15
1,01940,05062,45 29.508768085,-122 35.57798643799999994,0,2,1,4,1,8
1,02620,05009,45 32.36165825,-122 39.23709089199999998,0,1,1,3,1,6
1,02259,05151,45 31.8954388699999999,-122 30.292575489,0,2,2,1,0,5
1,02658,05052,45 28.44987758500000005,-122 36.314157662,0,5,1,7,7,20
4,01005,05108,45 32.05921135999999999,-122 33.65186820999999995,0,2,1,0,1,4
3,00110,01311,45 33.456969056,-122 34.165136537,0,1,0,3,6,10
1,00287,05112,45 29.418050549,-122 32.5275752489999999,0,1,3,2,0,6
1,00824,05082,45 28.581076101,-122 34.442183054,0,8,9,13,7,37
3,00747,02527,45 35.43288008700000006,-122 41.126518996,0,1,0,0,1,2
1,00461,00719,45 33.418808924,-122 39.57091001799999994,0,1,0,0,0,1
1,00922,05013,45 31.353487309,-122 41.33993116999999997,0,2,2,0,2,6
1,02620,05021,45 32.35171316,-122 38.41381367100000006,0,4,1,4,3,12
1,00267,05050,45 32.6451327099999999,-122 36.42985921999999995,0,1,0,0,0,1
1,00207,02281,45 35.251823686,-122 45.269991613,0,1,1,0,1,3
1,00283,05011,45 31.22455472,-122 39.166294884,0,4,3,5,1,13
3,00925,05033,45 33.24147118399999997,-122 37.503952533,0,2,0,1,1,4
1,02620,05015,45 32.35441082,-122 39.17234807,0,2,9,3,7,21
1,00171,05148,45 33.343990718,-122 30.36952618,0,2,0,0,5,7
1,00267,02512,45 32.6363093900000001,-122 39.565381135,0,2,5,10,5,22
1,01055,05037,45 29.25069114300000003,-122 37.28770032500000003,0,2,4,0,1,7
3,02210,02970,45 33.25276916,-122 32.104696836,0,1,3,8,6,18
3,01940,06125,45 29.499317083,-122 32.30109542,0,1,2,1,2,6
5,00212,09614,45 28.15114114800000001,-122 41.184067203,0,2,0,1,0,3
1,02702,05014,45 31.14516194500000001,-122 41.150907195,0,1,1,1,0,3
3,01940,05080,45 29.507252529,-122 34.513412838,0,2,4,1,4,11
3,00471,01204,45 31.50864269,-122 41.354550578,1,1,0,0,0,1
1,02210,05148,45 33.8678449699999998,-122 30.370968879,0,1,1,4,3,9
1,00612,01023,45 30.17476071100000002,-122 24.500137441,0,4,7,9,9,29
1,00905,02225,45 33.74249883,-122 39.454928038,0,1,0,1,0,2
1,01924,05019,45 31.580433255,-122 41.26163763600000003,0,1,0,0,2,3
3,00211,05162,45 32.12219651000000002,-122 29.450156851,0,1,1,0,1,3
4,01943,05033,45 33.193787108,-122 37.504066213,0,2,2,3,2,9
1,02620,05102,45 32.2855482,-122 33.28951129700000003,0,5,13,10,16,44
3,01426,05054,45 30.289484595,-122 36.274685971,0,1,0,0,0,1
3,00302,09434,45 31.53724845499999994,-122 39.547186411,0,1,0,0,1,2
3,00710,05082,45 28.565008439,-122 34.442229481,0,2,1,0,1,4
4,00922,05062,45 31.35344857399999995,-122 35.58668740899999996,0,1,0,0,0,1
1,00287,05082,45 29.413147901,-122 34.4344505720000001,0,2,4,0,1,7
3,02326,05017,45 30.22848604999999997,-122 38.55308325100000005,0,1,0,0,0,1
4,00481,01567,45 29.314341715,-122 39.69374455,0,1,0,0,0,1
3,00614,05154,45 30.155821647,-122 30.183823117,0,1,0,0,1,2
3,00138,01432,45 34.37651205,-122 41.47372676899999995,0,1,0,1,1,3
1,00612,00705,45 30.161940514,-122 26.81098994,0,4,10,5,12,31
3,01940,05170,45 29.34640338,-122 29.163324445,0,2,1,1,3,7
4,00118,00125,45 34.4136522720000001,-122 33.438280811,0,1,0,0,0,1
1,00283,05018,45 31.22376455399999998,-122 38.51065014899999994,0,3,2,4,4,13
1,05207,09301,45 32.198193633,-122 26.56057794900000005,0,2,4,5,5,16
1,00905,05223,45 31.4017776729999999,-122 26.10347817,0,1,4,5,2,12
1,01055,01567,45 29.25184395499999997,-122 39.41461154,0,4,12,9,8,33
4,01605,05076,45 31.5371095749999999,-122 35.51439344,0,1,0,0,0,1
1,00113,05003,45 31.8113161400000001,-122 40.306318977,0,2,0,1,2,5
1,02312,05017,45 27.489813786,-122 38.493393879,0,1,2,0,1,4
1,00283,05003,45 31.232457557,-122 40.241250825,0,5,4,4,10,23
1,01940,05009,45 30.55044472,-122 39.24445988,0,2,1,1,0,4
1,02205,05001,45 30.56644219400000004,-122 40.288060609,0,1,1,0,0,2
3,01940,05024,45 29.54547501000000004,-122 38.299325189,0,4,6,3,2,15
3,01005,05085,45 32.07219045000000001,-122 34.31148079499999998,0,1,0,0,2,3
1,01025,05039,45 31.507898052,-122 37.22691622,0,1,0,1,3,5
1,00267,00929,45 32.6240361900000001,-122 39.38269987799999996,0,5,13,12,9,39
3,00129,02611,45 35.5247081099999999,-122 42.19296051300000002,0,1,0,0,0,1
1,01311,01537,45 33.45564986600000005,-122 40.5209075479999999,0,1,0,1,0,2
3,02218,05165,45 31.8917512599999998,-122 29.357334021,0,1,0,0,0,1
3,02252,02323,45 30.23848412300000003,-122 23.68059825,0,1,0,0,0,1
3,01940,05128,45 29.50186515,-122 31.54775358999999995,0,1,2,1,0,4
1,01940,05112,45 29.476631429,-122 32.527203561,0,2,10,13,10,35
1,01534,01904,45 29.121328209,-122 23.58687371999999996,0,4,11,12,11,38
1,01920,01923,45 29.37267599700000005,-122 24.19951613899999998,0,1,0,0,0,1
1,02612,09724,45 31.59307738,-122 33.5798718,0,3,6,4,11,24
3,01023,08405,45 29.387930941,-122 24.50108798799999995,0,2,1,0,4,7
3,02301,05017,45 27.515485666,-122 38.49351838799999996,0,7,5,1,10,23
3,00614,05143,45 30.149960525,-122 30.56202422600000006,0,1,3,4,0,8
1,00486,05039,45 31.273621304,-122 37.228284585,0,1,1,1,1,4
1,00929,01605,45 31.53442344299999995,-122 39.383115886,0,2,3,6,4,15
1,01432,05006,45 34.379770559,-122 39.336632635,0,2,0,1,1,4
1,01021,05005,45 30.38881496999999996,-122 40.548937,0,2,4,1,0,7
1,00922,05079,45 31.351607689,-122 34.56721454099999995,0,3,0,2,3,8
3,01055,05111,45 29.23114908800000002,-122 32.565449125,0,1,2,1,2,6
3,01311,06046,45 33.459964975,-122 36.54254790899999996,0,1,0,0,0,1
1,01204,05012,45 30.5960856329999999,-122 41.107050695,0,1,2,0,1,4
3,00111,05033,45 33.324714077,-122 37.503833659,0,1,2,3,2,8
1,00267,05009,45 32.62082568,-122 39.236578045,0,2,4,0,4,10
1,00823,01440,45 35.86897541,-122 43.501536195,0,1,0,0,0,1
3,00323,09553,45 30.20050523300000002,-122 40.478417355,0,1,0,0,0,1
3,00283,00486,45 31.226173503,-122 39.45860408500000005,0,1,0,0,0,1
3,02218,05187,45 31.8886211099999999,-122 28.14374992800000001,0,2,6,3,8,19
1,01321,05021,45 32.314213223,-122 38.39230280799999996,0,1,1,2,3,7
1,00303,02243,45 29.133094658,-122 43.538373271,0,5,2,8,2,17
1,00824,09712,45 28.456599787,-122 34.05584269000000001,0,3,3,5,9,20
1,01940,05071,45 29.507835577,-122 35.23642841600000004,0,3,5,1,0,9
1,02258,05051,45 32.37419045600000004,-122 36.384365015,0,1,2,0,0,3
3,00222,01918,45 29.028085370000000004,-122 28.31895807,0,1,0,0,2,3
1,02702,05004,45 31.42573091,-122 40.369275555,0,2,1,0,1,4
1,00922,05053,45 31.35404789,-122 36.31898391600000004,0,1,1,2,2,6
4,01208,02624,45 31.4182539570000001,-122 42.9175154,0,1,0,0,0,1
1,00283,05113,45 31.21227396300000002,-122 32.482967379,0,1,1,0,0,2
1,00267,05017,45 32.61156538000000005,-122 38.5443709820000001,0,2,1,2,1,6
3,01055,05079,45 29.249006197,-122 34.57248602399999996,0,1,0,1,1,3
1,01721,05017,45 31.530448642,-122 41.186703564,0,1,4,1,1,7
1,00226,02402,45 30.59280681099999995,-122 39.42479873299999994,0,1,0,1,4,6
3,02218,05212,45 31.8788696400000001,-122 26.414891297,0,1,3,1,1,6
3,00614,05111,45 30.15147971700000001,-122 32.575720531,0,3,4,5,3,15
1,00812,01558,45 35.366827143,-122 44.7503569099999999,0,2,1,0,2,5
3,02210,05100,45 33.33470661699999994,-122 33.351857464,0,1,4,0,2,7
1,00226,05025,45 30.59198198,-122 38.245158245,0,2,2,0,0,4
3,00919,05082,45 29.339103349,-122 34.4358226,0,1,2,0,0,3
1,01028,05029,45 30.43450176,-122 38.100187371,0,2,2,1,0,5
3,01429,05012,45 31.453120086,-122 39.13184002900000001,0,1,1,1,1,4
5,00283,05014,45 31.22448476899999996,-122 41.70469925,0,4,13,8,5,30
3,01535,05052,45 28.4232001270000001,-122 36.31405473800000003,0,1,0,0,0,1
1,02326,05021,45 30.22708225,-122 38.406828691,0,1,0,1,0,2
1,00807,01519,45 32.429500039,-122 24.22261097999999997,0,5,8,7,6,26
3,00402,01007,45 32.26663920899999997,-122 23.107222203,0,1,1,0,0,2
3,01203,05257,45 32.9838097900000001,-122 23.470971367,0,1,2,1,1,5
1,01940,05074,45 29.507446132,-122 35.136218302,0,1,2,1,1,5
1,00267,05022,45 32.60535561,-122 38.3475780770000001,0,5,1,1,0,7
1,00482,01303,45 30.88693609,-122 40.329266454,0,8,5,0,2,15
1,01005,05114,45 32.06948270999999999,-122 32.404469175,0,1,4,3,3,11
1,00209,02514,45 29.326177715,-122 40.400172095,0,1,0,0,0,1
1,00816,05010,45 31.329828856,-122 40.5235136,0,1,1,0,3,5
1,02702,05082,45 30.582121616,-122 34.43976906400000004,0,2,1,6,4,13
1,00232,00705,45 30.35381453799999996,-122 26.4944232,0,4,2,9,5,20
5,00829,02210,45 32.53580695999999996,-122 35.21177570499999998,0,3,2,0,0,5
1,00725,05012,45 31.302830278,-122 40.59558233900000005,0,2,1,2,1,6
1,01005,05102,45 32.06833522,-122 33.289425228,0,7,10,22,14,53
3,00267,02149,45 32.33788211,-122 40.113049031,0,1,1,1,2,5
1,00824,05066,45 29.198919915,-122 35.416511808,0,1,1,1,0,3
1,00614,05145,45 30.15049455900000002,-122 30.5007664260000001,0,1,2,2,5,10
3,00108,00168,45 34.86694252,-122 33.37473170700000004,0,1,0,2,2,5
1,00922,05071,45 31.35249058899999994,-122 35.234524575,0,3,1,0,0,4
1,02658,05077,45 28.46564879299999994,-122 35.29454505,0,1,0,1,1,3
1,00922,05148,45 31.35265205200000004,-122 30.381139368,0,3,5,8,10,26
1,01591,05003,45 31.57138709,-122 40.319308001,0,2,6,1,0,9
3,02402,02702,45 30.568751689,-122 39.42454271399999996,0,1,0,2,3,6
1,00614,05052,45 30.19141436300000002,-122 36.323716661,0,2,4,3,1,10
1,02225,02639,45 33.7402383099999999,-122 40.02369967,0,1,1,1,2,5
1,01426,05052,45 30.289190484,-122 36.32166359,0,1,0,1,0,2
3,01940,05145,45 29.5610593570000001,-122 30.497727669,0,2,3,4,1,10
3,00824,05080,45 29.1188189,-122 34.521994713,0,4,3,1,2,10
3,01314,01909,45 31.166496695,-122 41.43453399499999996,0,1,0,1,0,2
1,00293,02511,45 28.337646819,-122 41.4762600379999999,0,4,1,4,1,10
1,01909,02295,45 31.16665852599999997,-122 41.48495794200000006,0,1,0,2,2,5
1,01311,05032,45 33.45759839,-122 37.541867924,0,3,1,1,1,6
1,00829,05065,45 32.535732,-122 35.46780386,0,2,0,0,1,3
1,02210,05042,45 32.10034134300000002,-122 37.116840411,0,5,4,7,5,21
1,09514,05039,45 31.58377900399999994,-122 37.22489987600000003,0,1,0,0,0,1
1,02259,05113,45 31.83226456,-122 32.49046698600000006,0,1,3,2,3,9
5,00212,00508,45 27.134046984,-122 43.155017857,0,5,5,9,6,25
3,00604,05019,45 31.27248224800000003,-122 41.25019200899999998,0,1,1,0,0,2
1,02504,02951,45 35.13891993099999999,-122 40.07584390999999999,0,1,0,0,1,2
1,00480,02639,45 32.484150729,-122 39.59982458400000006,0,5,3,3,1,12
3,01211,01508,45 29.168663522,-122 40.307574847,0,1,0,0,0,1
3,00113,05223,45 31.189174853,-122 26.13653667,0,1,2,1,1,5
1,00808,02639,45 32.45847908000000004,-122 39.599707086,0,2,3,1,1,7
1,02144,02155,45 32.273280462,-122 39.50912895299999995,0,2,0,2,3,7
1,01045,01587,45 34.83686266,-122 40.45881369,0,1,0,0,0,1
3,02229,05005,45 30.18674797100000003,-122 40.5946232,0,1,1,1,5,8
1,00283,07048,45 31.11219809300000001,-122 43.387332665,0,1,0,0,0,1
4,01311,05019,45 33.45733388,-122 38.448142308,0,1,0,0,1,2
1,01112,01925,45 35.218768247,-122 45.20398898199999998,0,1,0,2,2,5
